Protein,Log2Intensity,Run,Condition,BioReplicate,Intensity
sp|Q12189|RPIA_YEAST,25.99380485,JD_06232014_sample2_A.raw,Condition2,2,66821306.27
sp|Q12189|RPIA_YEAST,25.80986983,JD_06232014_sample2_B.raw,Condition2,2,58822706.5
sp|Q12189|RPIA_YEAST,25.81309586,JD_06232014_sample2_C.raw,Condition2,2,58954387.93
sp|Q12189|RPIA_YEAST,25.99878149,JD_06232014_sample3_A.raw,Condition3,3,67052207.33
sp|Q12189|RPIA_YEAST,25.76116165,JD_06232014_sample3_B.raw,Condition3,3,56869888.9
sp|Q12189|RPIA_YEAST,25.78492844,JD_06232014_sample3_C.raw,Condition3,3,57814516.3
sp|Q12189|RPIA_YEAST,25.83009445,JD_06232014_sample4_B.raw,Condition4,4,59653127.84
sp|Q12189|RPIA_YEAST,25.82213709,JD_06232014_sample4_C.raw,Condition4,4,59325009.47
sp|Q12189|RPIA_YEAST,25.90025494,JD_06232014_sample4-A.raw,Condition4,4,62625849.83
sp|Q12191|BUG1_YEAST,24.3887903,JD_06232014_sample1_B.raw,Condition1,1,21966326.69
sp|Q12191|BUG1_YEAST,24.40798289,JD_06232014_sample1_C.raw,Condition1,1,22260503.52
sp|Q12191|BUG1_YEAST,24.41623931,JD_06232014_sample1-A.raw,Condition1,1,22388263.7
sp|Q12191|BUG1_YEAST,24.47848638,JD_06232014_sample2_A.raw,Condition2,2,23375378.34
sp|Q12191|BUG1_YEAST,24.29222985,JD_06232014_sample2_B.raw,Condition2,2,20544228.96
sp|Q12191|BUG1_YEAST,24.35747095,JD_06232014_sample2_C.raw,Condition2,2,21494600.34
sp|Q12191|BUG1_YEAST,24.2672774,JD_06232014_sample3_A.raw,Condition3,3,20191956.9
sp|Q12191|BUG1_YEAST,24.27185422,JD_06232014_sample3_B.raw,Condition3,3,20256115.78
sp|Q12191|BUG1_YEAST,24.36425898,JD_06232014_sample3_C.raw,Condition3,3,21595972.96
sp|Q12191|BUG1_YEAST,24.33077248,JD_06232014_sample4_B.raw,Condition4,4,21100479.97
sp|Q12191|BUG1_YEAST,24.10544579,JD_06232014_sample4_C.raw,Condition4,4,18049378.06
sp|Q12191|BUG1_YEAST,24.32123814,JD_06232014_sample4-A.raw,Condition4,4,20961492.97
sp|Q12196|RIO1_YEAST,23.68505274,JD_06232014_sample1_B.raw,Condition1,1,13486874.73
sp|Q12196|RIO1_YEAST,23.7667779,JD_06232014_sample1_C.raw,Condition1,1,14272927.12
sp|Q12196|RIO1_YEAST,23.44898769,JD_06232014_sample1-A.raw,Condition1,1,11451138.37
sp|Q12196|RIO1_YEAST,23.72746026,JD_06232014_sample2_A.raw,Condition2,2,13889200.88
sp|Q12196|RIO1_YEAST,23.13014753,JD_06232014_sample2_B.raw,Condition2,2,9180539.651
sp|Q12196|RIO1_YEAST,23.2942955,JD_06232014_sample2_C.raw,Condition2,2,10286832.62
sp|Q12196|RIO1_YEAST,23.3935759,JD_06232014_sample3_A.raw,Condition3,3,11019656.36
sp|Q12196|RIO1_YEAST,23.60157452,JD_06232014_sample3_B.raw,Condition3,3,12728636.24
sp|Q12196|RIO1_YEAST,24.01316299,JD_06232014_sample3_C.raw,Condition3,3,16930989.9
sp|Q12196|RIO1_YEAST,23.40926714,JD_06232014_sample4_B.raw,Condition4,4,11140164.03
sp|Q12196|RIO1_YEAST,23.20331083,JD_06232014_sample4_C.raw,Condition4,4,9658119.142
sp|Q12196|RIO1_YEAST,23.54204487,JD_06232014_sample4-A.raw,Condition4,4,12214105.45
sp|Q12198|METW_YEAST,23.13913998,JD_06232014_sample1_B.raw,Condition1,1,9237941.503
sp|Q12198|METW_YEAST,23.1907681,JD_06232014_sample1_C.raw,Condition1,1,9574515.809
sp|Q12198|METW_YEAST,23.36188623,JD_06232014_sample1-A.raw,Condition1,1,10780242.01
sp|Q12198|METW_YEAST,23.2103888,JD_06232014_sample2_A.raw,Condition2,2,9705619.022
sp|Q12198|METW_YEAST,23.03086637,JD_06232014_sample2_B.raw,Condition2,2,8570015.423
sp|Q12198|METW_YEAST,22.80034745,JD_06232014_sample2_C.raw,Condition2,2,7304466.372
sp|Q12198|METW_YEAST,23.47479903,JD_06232014_sample3_A.raw,Condition3,3,11657855.03
sp|Q12198|METW_YEAST,23.50929244,JD_06232014_sample3_B.raw,Condition3,3,11939941.56
sp|Q12198|METW_YEAST,23.31923193,JD_06232014_sample3_C.raw,Condition3,3,10466182.1
sp|Q12198|METW_YEAST,23.10349436,JD_06232014_sample4_B.raw,Condition4,4,9012490.232
sp|Q12198|METW_YEAST,23.15515101,JD_06232014_sample4_C.raw,Condition4,4,9341035.189
sp|Q12198|METW_YEAST,23.29670662,JD_06232014_sample4-A.raw,Condition4,4,10304038.98
sp|Q12199|TIP41_YEAST,24.54083691,JD_06232014_sample1_B.raw,Condition1,1,24407765.86
sp|Q12199|TIP41_YEAST,24.29497066,JD_06232014_sample1_C.raw,Condition1,1,20583295.67
sp|Q12199|TIP41_YEAST,24.29542462,JD_06232014_sample1-A.raw,Condition1,1,20589773.45
sp|Q12199|TIP41_YEAST,24.50677232,JD_06232014_sample2_A.raw,Condition2,2,23838205.82
sp|Q12199|TIP41_YEAST,24.2409247,JD_06232014_sample2_B.raw,Condition2,2,19826472.74
sp|Q12199|TIP41_YEAST,24.3695298,JD_06232014_sample2_C.raw,Condition2,2,21675017.16
sp|Q12199|TIP41_YEAST,24.34672234,JD_06232014_sample3_A.raw,Condition3,3,21335052.72
sp|Q12199|TIP41_YEAST,24.01661868,JD_06232014_sample3_B.raw,Condition3,3,16971593.34
sp|Q12199|TIP41_YEAST,24.30594846,JD_06232014_sample3_C.raw,Condition3,3,20740516.12
sp|Q12199|TIP41_YEAST,24.38137721,JD_06232014_sample4_B.raw,Condition4,4,21853745.23
sp|Q12199|TIP41_YEAST,24.43839274,JD_06232014_sample4_C.raw,Condition4,4,22734701.72
sp|Q12199|TIP41_YEAST,24.60927337,JD_06232014_sample4-A.raw,Condition4,4,25593486.72
sp|Q12200|NPC1_YEAST,24.06832764,JD_06232014_sample1_B.raw,Condition1,1,17590920.47
sp|Q12200|NPC1_YEAST,23.89532447,JD_06232014_sample1_C.raw,Condition1,1,15603047.18
sp|Q12200|NPC1_YEAST,24.09404914,JD_06232014_sample1-A.raw,Condition1,1,17907357.68
sp|Q12200|NPC1_YEAST,23.85709469,JD_06232014_sample2_A.raw,Condition2,2,15195014.23
sp|Q12200|NPC1_YEAST,24.10401027,JD_06232014_sample2_B.raw,Condition2,2,18031427.38
sp|Q12200|NPC1_YEAST,23.8616988,JD_06232014_sample2_C.raw,Condition2,2,15243583.93
sp|Q12200|NPC1_YEAST,23.74076451,JD_06232014_sample3_A.raw,Condition3,3,14017876.76
sp|Q12200|NPC1_YEAST,23.77331246,JD_06232014_sample3_B.raw,Condition3,3,14337721.71
sp|Q12200|NPC1_YEAST,23.82870701,JD_06232014_sample3_C.raw,Condition3,3,14898946.75
sp|Q12200|NPC1_YEAST,23.92134567,JD_06232014_sample4_B.raw,Condition4,4,15887025.16
sp|Q12200|NPC1_YEAST,23.92832477,JD_06232014_sample4_C.raw,Condition4,4,15964065.53
sp|Q12200|NPC1_YEAST,24.03185896,JD_06232014_sample4-A.raw,Condition4,4,17151827.43
sp|Q12204|YOR22_YEAST,21.7639214,JD_06232014_sample1_B.raw,Condition1,1,3561173.76
sp|Q12204|YOR22_YEAST,22.79861026,JD_06232014_sample1_C.raw,Condition1,1,7295676.15
sp|Q12204|YOR22_YEAST,21.06461408,JD_06232014_sample1-A.raw,Condition1,1,2193212.362
sp|Q12204|YOR22_YEAST,20.07708777,JD_06232014_sample2_A.raw,Condition2,2,1106128.658
sp|Q12204|YOR22_YEAST,22.59727635,JD_06232014_sample2_B.raw,Condition2,2,6345385.351
sp|Q12204|YOR22_YEAST,21.78047839,JD_06232014_sample2_C.raw,Condition2,2,3602278.743
sp|Q12204|YOR22_YEAST,18.12741902,JD_06232014_sample3_A.raw,Condition3,3,286349.79
sp|Q12204|YOR22_YEAST,22.52723404,JD_06232014_sample3_B.raw,Condition3,3,6044677.923
sp|Q12204|YOR22_YEAST,22.31924916,JD_06232014_sample3_C.raw,Condition3,3,5233153.55
sp|Q12204|YOR22_YEAST,21.96082042,JD_06232014_sample4_B.raw,Condition4,4,4081931.156
sp|Q12204|YOR22_YEAST,21.89096212,JD_06232014_sample4_C.raw,Condition4,4,3888984.678
sp|Q12204|YOR22_YEAST,21.38693774,JD_06232014_sample4-A.raw,Condition4,4,2742267.238
sp|Q12205|MNL2_YEAST,22.37262045,JD_06232014_sample1_B.raw,Condition1,1,5430375.197
sp|Q12205|MNL2_YEAST,22.59735207,JD_06232014_sample1_C.raw,Condition1,1,6345718.398
sp|Q12205|MNL2_YEAST,22.58762219,JD_06232014_sample1-A.raw,Condition1,1,6303065.35
sp|Q12205|MNL2_YEAST,22.31160422,JD_06232014_sample2_A.raw,Condition2,2,5205496.054
sp|Q12205|MNL2_YEAST,22.49259381,JD_06232014_sample2_B.raw,Condition2,2,5901269.073
sp|Q12205|MNL2_YEAST,22.41758256,JD_06232014_sample2_C.raw,Condition2,2,5602279.612
sp|Q12205|MNL2_YEAST,22.70267564,JD_06232014_sample3_A.raw,Condition3,3,6826315.386
sp|Q12205|MNL2_YEAST,22.54023435,JD_06232014_sample3_B.raw,Condition3,3,6099393.444
sp|Q12205|MNL2_YEAST,22.53052749,JD_06232014_sample3_C.raw,Condition3,3,6058492.751
sp|Q12205|MNL2_YEAST,22.47242933,JD_06232014_sample4_B.raw,Condition4,4,5819361.061
sp|Q12205|MNL2_YEAST,22.74341431,JD_06232014_sample4_C.raw,Condition4,4,7021823.536
sp|Q12205|MNL2_YEAST,22.76944345,JD_06232014_sample4-A.raw,Condition4,4,7149661.21
sp|Q12206|WTM2_YEAST,23.48361029,JD_06232014_sample1_B.raw,Condition1,1,11729273.25
sp|Q12206|WTM2_YEAST,23.64262929,JD_06232014_sample1_C.raw,Condition1,1,13096058.09
sp|Q12206|WTM2_YEAST,23.43205518,JD_06232014_sample1-A.raw,Condition1,1,11317525.18
sp|Q12206|WTM2_YEAST,23.46611744,JD_06232014_sample2_A.raw,Condition2,2,11587913.14
sp|Q12206|WTM2_YEAST,23.42010912,JD_06232014_sample2_B.raw,Condition2,2,11224198.71
sp|Q12206|WTM2_YEAST,23.66436312,JD_06232014_sample2_C.raw,Condition2,2,13294840.38
sp|Q12206|WTM2_YEAST,25.38148361,JD_06232014_sample3_A.raw,Condition3,3,43710714.05
sp|Q12206|WTM2_YEAST,23.08932362,JD_06232014_sample3_B.raw,Condition3,3,8924399.213
sp|Q12206|WTM2_YEAST,23.25077999,JD_06232014_sample3_C.raw,Condition3,3,9981187.168
sp|Q12206|WTM2_YEAST,23.26153918,JD_06232014_sample4_B.raw,Condition4,4,10055902.14
sp|Q12206|WTM2_YEAST,23.26883609,JD_06232014_sample4_C.raw,Condition4,4,10106892.05
sp|Q12206|WTM2_YEAST,23.09586686,JD_06232014_sample4-A.raw,Condition4,4,8964967.113
sp|Q12207|NCE2_YEAST,25.11111081,JD_06232014_sample1_B.raw,Condition1,1,36240783.5
sp|Q12207|NCE2_YEAST,25.39317373,JD_06232014_sample1_C.raw,Condition1,1,44066339.68
sp|Q12207|NCE2_YEAST,24.38675764,JD_06232014_sample1-A.raw,Condition1,1,21935399.41
sp|Q12207|NCE2_YEAST,25.23707054,JD_06232014_sample2_A.raw,Condition2,2,39547154.01
sp|Q12207|NCE2_YEAST,25.33576499,JD_06232014_sample2_B.raw,Condition2,2,42347251.2
sp|Q12207|NCE2_YEAST,25.45506863,JD_06232014_sample2_C.raw,Condition2,2,45998026.52
sp|Q12207|NCE2_YEAST,25.09972555,JD_06232014_sample3_A.raw,Condition3,3,35955909.07
sp|Q12207|NCE2_YEAST,24.88384485,JD_06232014_sample3_B.raw,Condition3,3,30958770.68
sp|Q12207|NCE2_YEAST,25.40138904,JD_06232014_sample3_C.raw,Condition3,3,44317987.7
sp|Q12207|NCE2_YEAST,24.66347534,JD_06232014_sample4_B.raw,Condition4,4,26573323.5
sp|Q12207|NCE2_YEAST,25.28957406,JD_06232014_sample4_C.raw,Condition4,4,41012889.66
sp|Q12207|NCE2_YEAST,24.74220399,JD_06232014_sample4-A.raw,Condition4,4,28063740.76
sp|Q12211|PUS1_YEAST,25.1593744,JD_06232014_sample1_B.raw,Condition1,1,37473681.95
sp|Q12211|PUS1_YEAST,25.20960746,JD_06232014_sample1_C.raw,Condition1,1,38801456.17
sp|Q12211|PUS1_YEAST,25.10175217,JD_06232014_sample1-A.raw,Condition1,1,36006453.48
sp|Q12211|PUS1_YEAST,25.24029712,JD_06232014_sample2_A.raw,Condition2,2,39635700
sp|Q12211|PUS1_YEAST,25.16664314,JD_06232014_sample2_B.raw,Condition2,2,37662962.28
sp|Q12211|PUS1_YEAST,25.18317212,JD_06232014_sample2_C.raw,Condition2,2,38096948.79
sp|Q12211|PUS1_YEAST,25.17868828,JD_06232014_sample3_A.raw,Condition3,3,37978728.76
sp|Q12211|PUS1_YEAST,24.92068793,JD_06232014_sample3_B.raw,Condition3,3,31759567.49
sp|Q12211|PUS1_YEAST,25.29183683,JD_06232014_sample3_C.raw,Condition3,3,41077266.09
sp|Q12211|PUS1_YEAST,25.0283252,JD_06232014_sample4_B.raw,Condition4,4,34219733.77
sp|Q12211|PUS1_YEAST,25.22239242,JD_06232014_sample4_C.raw,Condition4,4,39146837.3
sp|Q12211|PUS1_YEAST,25.11147484,JD_06232014_sample4-A.raw,Condition4,4,36249929.16
sp|Q12220|UTP12_YEAST,24.48645775,JD_06232014_sample1_B.raw,Condition1,1,23504892.56
sp|Q12220|UTP12_YEAST,24.52503921,JD_06232014_sample1_C.raw,Condition1,1,24141955.61
sp|Q12220|UTP12_YEAST,24.55202742,JD_06232014_sample1-A.raw,Condition1,1,24597825.02
sp|Q12220|UTP12_YEAST,24.46843565,JD_06232014_sample2_A.raw,Condition2,2,23213096.54
sp|Q12220|UTP12_YEAST,24.56753653,JD_06232014_sample2_B.raw,Condition2,2,24863680.42
sp|Q12220|UTP12_YEAST,24.46696131,JD_06232014_sample2_C.raw,Condition2,2,23189386.39
sp|Q12220|UTP12_YEAST,24.42281309,JD_06232014_sample3_A.raw,Condition3,3,22490510.77
sp|Q12220|UTP12_YEAST,24.53257229,JD_06232014_sample3_B.raw,Condition3,3,24268343.31
sp|Q12220|UTP12_YEAST,24.52881361,JD_06232014_sample3_C.raw,Condition3,3,24205198.84
sp|Q12220|UTP12_YEAST,24.54292485,JD_06232014_sample4_B.raw,Condition4,4,24443115.57
sp|Q12220|UTP12_YEAST,24.49606424,JD_06232014_sample4_C.raw,Condition4,4,23661927.1
sp|Q12220|UTP12_YEAST,24.27401112,JD_06232014_sample4-A.raw,Condition4,4,20286422.31
sp|Q12221|PUF2_YEAST,23.83537194,JD_06232014_sample1_B.raw,Condition1,1,14967935.8
sp|Q12221|PUF2_YEAST,23.64696604,JD_06232014_sample1_C.raw,Condition1,1,13135484.14
sp|Q12221|PUF2_YEAST,23.74446869,JD_06232014_sample1-A.raw,Condition1,1,14053914.49
sp|Q12221|PUF2_YEAST,23.7539875,JD_06232014_sample2_A.raw,Condition2,2,14146947.9
sp|Q12221|PUF2_YEAST,23.83826238,JD_06232014_sample2_B.raw,Condition2,2,14997954.13
sp|Q12221|PUF2_YEAST,23.68221935,JD_06232014_sample2_C.raw,Condition2,2,13460413.09
sp|Q12221|PUF2_YEAST,23.89204832,JD_06232014_sample3_A.raw,Condition3,3,15567655.13
sp|Q12221|PUF2_YEAST,23.74147688,JD_06232014_sample3_B.raw,Condition3,3,14024800.18
sp|Q12221|PUF2_YEAST,23.71027114,JD_06232014_sample3_C.raw,Condition3,3,13724698.68
sp|Q12221|PUF2_YEAST,23.6986976,JD_06232014_sample4_B.raw,Condition4,4,13615037.31
sp|Q12221|PUF2_YEAST,23.59647153,JD_06232014_sample4_C.raw,Condition4,4,12683693.02
sp|Q12221|PUF2_YEAST,23.91342589,JD_06232014_sample4-A.raw,Condition4,4,15800051.12
sp|Q12229|UBX3_YEAST,22.32184134,JD_06232014_sample1_B.raw,Condition1,1,5242564.735
sp|Q12229|UBX3_YEAST,23.1781998,JD_06232014_sample1_C.raw,Condition1,1,9491467.944
sp|Q12229|UBX3_YEAST,24.2513643,JD_06232014_sample1-A.raw,Condition1,1,19970460.99
sp|Q12229|UBX3_YEAST,24.47894183,JD_06232014_sample2_A.raw,Condition2,2,23382758.97
sp|Q12229|UBX3_YEAST,23.24228416,JD_06232014_sample2_B.raw,Condition2,2,9922582.076
sp|Q12229|UBX3_YEAST,22.59407466,JD_06232014_sample2_C.raw,Condition2,2,6331319.017
sp|Q12229|UBX3_YEAST,23.84359349,JD_06232014_sample3_A.raw,Condition3,3,15053477.75
sp|Q12229|UBX3_YEAST,21.67279742,JD_06232014_sample3_B.raw,Condition3,3,3343198.116
sp|Q12229|UBX3_YEAST,23.14990619,JD_06232014_sample3_C.raw,Condition3,3,9307138.142
sp|Q12229|UBX3_YEAST,24.17780314,JD_06232014_sample4_B.raw,Condition4,4,18977717.36
sp|Q12229|UBX3_YEAST,21.90324258,JD_06232014_sample4_C.raw,Condition4,4,3922229.654
sp|Q12229|UBX3_YEAST,24.36862992,JD_06232014_sample4-A.raw,Condition4,4,21661501.6
sp|Q12230|LSP1_YEAST,28.17361134,JD_06232014_sample1_B.raw,Condition1,1,302762511.7
sp|Q12230|LSP1_YEAST,28.27931228,JD_06232014_sample1_C.raw,Condition1,1,325777625.1
sp|Q12230|LSP1_YEAST,28.26181717,JD_06232014_sample1-A.raw,Condition1,1,321850879.4
sp|Q12230|LSP1_YEAST,28.10334894,JD_06232014_sample2_A.raw,Condition2,2,288370618.9
sp|Q12230|LSP1_YEAST,28.19268142,JD_06232014_sample2_B.raw,Condition2,2,306791106.4
sp|Q12230|LSP1_YEAST,28.16988877,JD_06232014_sample2_C.raw,Condition2,2,301982304
sp|Q12230|LSP1_YEAST,27.97222986,JD_06232014_sample3_A.raw,Condition3,3,263317809.4
sp|Q12230|LSP1_YEAST,28.06447896,JD_06232014_sample3_B.raw,Condition3,3,280704890.9
sp|Q12230|LSP1_YEAST,28.12695364,JD_06232014_sample3_C.raw,Condition3,3,293127613.6
sp|Q12230|LSP1_YEAST,28.19317762,JD_06232014_sample4_B.raw,Condition4,4,306896642.1
sp|Q12230|LSP1_YEAST,28.13826266,JD_06232014_sample4_C.raw,Condition4,4,295434416.3
sp|Q12230|LSP1_YEAST,27.89997646,JD_06232014_sample4-A.raw,Condition4,4,250455049.9
sp|Q12233|ATPN_YEAST,25.06690032,JD_06232014_sample1_B.raw,Condition1,1,35147051.25
sp|Q12233|ATPN_YEAST,24.80447782,JD_06232014_sample1_C.raw,Condition1,1,29301634.76
sp|Q12233|ATPN_YEAST,24.9677557,JD_06232014_sample1-A.raw,Condition1,1,32812807.46
sp|Q12233|ATPN_YEAST,24.64502791,JD_06232014_sample2_A.raw,Condition2,2,26235699.32
sp|Q12233|ATPN_YEAST,24.87252048,JD_06232014_sample2_B.raw,Condition2,2,30716712.46
sp|Q12233|ATPN_YEAST,24.69569679,JD_06232014_sample2_C.raw,Condition2,2,27173494.85
sp|Q12233|ATPN_YEAST,24.84499135,JD_06232014_sample3_A.raw,Condition3,3,30136140.94
sp|Q12233|ATPN_YEAST,24.9924536,JD_06232014_sample3_B.raw,Condition3,3,33379374.86
sp|Q12233|ATPN_YEAST,24.72370443,JD_06232014_sample3_C.raw,Condition3,3,27706179.1
sp|Q12233|ATPN_YEAST,25.0787241,JD_06232014_sample4_B.raw,Condition4,4,35436286.73
sp|Q12233|ATPN_YEAST,25.07423999,JD_06232014_sample4_C.raw,Condition4,4,35326316.49
sp|Q12233|ATPN_YEAST,24.65697572,JD_06232014_sample4-A.raw,Condition4,4,26453874.82
sp|Q12234|RUD3_YEAST,22.97290583,JD_06232014_sample1_B.raw,Condition1,1,8232537.969
sp|Q12234|RUD3_YEAST,22.70181354,JD_06232014_sample1_C.raw,Condition1,1,6822237.457
sp|Q12234|RUD3_YEAST,22.89869596,JD_06232014_sample1-A.raw,Condition1,1,7819776.591
sp|Q12234|RUD3_YEAST,22.46576418,JD_06232014_sample2_A.raw,Condition2,2,5792538.029
sp|Q12234|RUD3_YEAST,22.9326442,JD_06232014_sample2_B.raw,Condition2,2,8005966.787
sp|Q12234|RUD3_YEAST,22.87205659,JD_06232014_sample2_C.raw,Condition2,2,7676709.317
sp|Q12234|RUD3_YEAST,21.56839456,JD_06232014_sample3_A.raw,Condition3,3,3109809.034
sp|Q12234|RUD3_YEAST,22.77807507,JD_06232014_sample3_B.raw,Condition3,3,7192565.732
sp|Q12234|RUD3_YEAST,22.47074401,JD_06232014_sample3_C.raw,Condition3,3,5812567
sp|Q12234|RUD3_YEAST,22.79028622,JD_06232014_sample4_B.raw,Condition4,4,7253702.873
sp|Q12234|RUD3_YEAST,22.51058866,JD_06232014_sample4_C.raw,Condition4,4,5975337.039
sp|Q12234|RUD3_YEAST,22.69017957,JD_06232014_sample4-A.raw,Condition4,4,6767443.795
sp|Q12236|PKH2_YEAST,21.92363175,JD_06232014_sample1_B.raw,Condition1,1,3978054.884
sp|Q12236|PKH2_YEAST,22.03817929,JD_06232014_sample1_C.raw,Condition1,1,4306783.258
sp|Q12236|PKH2_YEAST,22.2418273,JD_06232014_sample1-A.raw,Condition1,1,4959720.188
sp|Q12236|PKH2_YEAST,22.66831115,JD_06232014_sample2_A.raw,Condition2,2,6665636.205
sp|Q12236|PKH2_YEAST,21.84303048,JD_06232014_sample2_B.raw,Condition2,2,3761901.073
sp|Q12236|PKH2_YEAST,22.38473342,JD_06232014_sample2_C.raw,Condition2,2,5476160.954
sp|Q12236|PKH2_YEAST,22.53190823,JD_06232014_sample3_A.raw,Condition3,3,6064293.844
sp|Q12236|PKH2_YEAST,22.74873458,JD_06232014_sample3_B.raw,Condition3,3,7047765.932
sp|Q12236|PKH2_YEAST,22.28953284,JD_06232014_sample3_C.raw,Condition3,3,5126464.735
sp|Q12236|PKH2_YEAST,21.83153097,JD_06232014_sample4_B.raw,Condition4,4,3732034.701
sp|Q12236|PKH2_YEAST,21.95525846,JD_06232014_sample4_C.raw,Condition4,4,4066224.559
sp|Q12236|PKH2_YEAST,21.65759553,JD_06232014_sample4-A.raw,Condition4,4,3308155.295
sp|Q12242|RUP1_YEAST,24.58540186,JD_06232014_sample1_B.raw,Condition1,1,25173489.18
sp|Q12242|RUP1_YEAST,24.35029151,JD_06232014_sample1_C.raw,Condition1,1,21387900.14
sp|Q12242|RUP1_YEAST,24.57645495,JD_06232014_sample1-A.raw,Condition1,1,25017858.22
sp|Q12242|RUP1_YEAST,24.13371613,JD_06232014_sample2_A.raw,Condition2,2,18406552.84
sp|Q12242|RUP1_YEAST,24.38562549,JD_06232014_sample2_B.raw,Condition2,2,21918192.43
sp|Q12242|RUP1_YEAST,24.38453025,JD_06232014_sample2_C.raw,Condition2,2,21901559.28
sp|Q12242|RUP1_YEAST,24.36820565,JD_06232014_sample3_A.raw,Condition3,3,21655132.29
sp|Q12242|RUP1_YEAST,24.604744,JD_06232014_sample3_B.raw,Condition3,3,25513261.45
sp|Q12242|RUP1_YEAST,24.4241157,JD_06232014_sample3_C.raw,Condition3,3,22510826.63
sp|Q12242|RUP1_YEAST,24.44322287,JD_06232014_sample4_B.raw,Condition4,4,22810944.85
sp|Q12242|RUP1_YEAST,24.24261833,JD_06232014_sample4_C.raw,Condition4,4,19849761.4
sp|Q12242|RUP1_YEAST,24.71303413,JD_06232014_sample4-A.raw,Condition4,4,27502017.68
sp|Q12246|LCB4_YEAST,24.82510829,JD_06232014_sample1_B.raw,Condition1,1,29723656.99
sp|Q12246|LCB4_YEAST,24.7833886,JD_06232014_sample1_C.raw,Condition1,1,28876420.86
sp|Q12246|LCB4_YEAST,24.87533177,JD_06232014_sample1-A.raw,Condition1,1,30776626.56
sp|Q12246|LCB4_YEAST,24.94604595,JD_06232014_sample2_A.raw,Condition2,2,32322735.19
sp|Q12246|LCB4_YEAST,24.8073021,JD_06232014_sample2_B.raw,Condition2,2,29359053.04
sp|Q12246|LCB4_YEAST,24.71007054,JD_06232014_sample2_C.raw,Condition2,2,27445580.91
sp|Q12246|LCB4_YEAST,24.89939931,JD_06232014_sample3_A.raw,Condition3,3,31294359.43
sp|Q12246|LCB4_YEAST,24.67822286,JD_06232014_sample3_B.raw,Condition3,3,26846354.49
sp|Q12246|LCB4_YEAST,24.70158668,JD_06232014_sample3_C.raw,Condition3,3,27284659.05
sp|Q12246|LCB4_YEAST,24.69730828,JD_06232014_sample4_B.raw,Condition4,4,27203864.59
sp|Q12246|LCB4_YEAST,24.69248075,JD_06232014_sample4_C.raw,Condition4,4,27112987.45
sp|Q12246|LCB4_YEAST,24.90785544,JD_06232014_sample4-A.raw,Condition4,4,31478325.01
sp|Q12247|FYV7_YEAST,24.21812433,JD_06232014_sample1_B.raw,Condition1,1,19515597.93
sp|Q12247|FYV7_YEAST,24.59628351,JD_06232014_sample1_C.raw,Condition1,1,25364080.24
sp|Q12247|FYV7_YEAST,24.60374168,JD_06232014_sample1-A.raw,Condition1,1,25495542.14
sp|Q12247|FYV7_YEAST,23.91167333,JD_06232014_sample2_A.raw,Condition2,2,15780869.15
sp|Q12247|FYV7_YEAST,23.9810474,JD_06232014_sample2_B.raw,Condition2,2,16558256.08
sp|Q12247|FYV7_YEAST,23.83961295,JD_06232014_sample2_C.raw,Condition2,2,15012000.94
sp|Q12247|FYV7_YEAST,24.3360101,JD_06232014_sample3_A.raw,Condition3,3,21177223.25
sp|Q12247|FYV7_YEAST,24.17333878,JD_06232014_sample3_B.raw,Condition3,3,18919082.37
sp|Q12247|FYV7_YEAST,24.18549121,JD_06232014_sample3_C.raw,Condition3,3,19079118.88
sp|Q12247|FYV7_YEAST,23.77710271,JD_06232014_sample4_B.raw,Condition4,4,14375439.32
sp|Q12247|FYV7_YEAST,23.38422592,JD_06232014_sample4_C.raw,Condition4,4,10948469.86
sp|Q12247|FYV7_YEAST,23.96448891,JD_06232014_sample4-A.raw,Condition4,4,16369295.65
sp|Q12250|RPN5_YEAST,26.01889477,JD_06232014_sample1_B.raw,Condition1,1,67993559.89
sp|Q12250|RPN5_YEAST,26.06214776,JD_06232014_sample1_C.raw,Condition1,1,70062919
sp|Q12250|RPN5_YEAST,26.09038408,JD_06232014_sample1-A.raw,Condition1,1,71447692.38
sp|Q12250|RPN5_YEAST,26.18044664,JD_06232014_sample2_A.raw,Condition2,2,76050091.08
sp|Q12250|RPN5_YEAST,26.07702013,JD_06232014_sample2_B.raw,Condition2,2,70788915.13
sp|Q12250|RPN5_YEAST,26.10472771,JD_06232014_sample2_C.raw,Condition2,2,72161585.93
sp|Q12250|RPN5_YEAST,26.00978213,JD_06232014_sample3_A.raw,Condition3,3,67565438.83
sp|Q12250|RPN5_YEAST,26.01592187,JD_06232014_sample3_B.raw,Condition3,3,67853592.73
sp|Q12250|RPN5_YEAST,25.98730475,JD_06232014_sample3_C.raw,Condition3,3,66520918.35
sp|Q12250|RPN5_YEAST,26.04524717,JD_06232014_sample4_B.raw,Condition4,4,69246948.9
sp|Q12250|RPN5_YEAST,25.94907689,JD_06232014_sample4_C.raw,Condition4,4,64781426
sp|Q12250|RPN5_YEAST,26.039011,JD_06232014_sample4-A.raw,Condition4,4,68948269.17
sp|Q12255|NYV1_YEAST,24.8255449,JD_06232014_sample1_B.raw,Condition1,1,29732653.77
sp|Q12255|NYV1_YEAST,24.6003402,JD_06232014_sample1_C.raw,Condition1,1,25435501.44
sp|Q12255|NYV1_YEAST,24.60003702,JD_06232014_sample1-A.raw,Condition1,1,25430156.77
